"site","code","subplot","sample","stigpall","apharudi","aphacaro","aphafulv","bracdepi","camppenn","campamer","campchro","campsubb","campnear","cremminu","formsubs","lasialie","lasiumbr","monomini","monoamer","myrmlati","myrmpine","myrmpunc","myrmspat","nylafais","ponepenn","prenimpa","procsila","struclyp","struohio","pyraorna","strurost","solemole","stenmeri","stenbrev","stendiec","stenimpa","stenschm","stenunkn","tapisess","temnlong","temncurv","site_name","utm_n","utm_e","n","e","elevation_m","sample_x","sample_y"
"FLTC","FLTCLS04C3","C",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"Flat Creek",3937816,302335,35.5643019270927,-83.1810616822307,1742,302310.5,3937791.5
"FLTC","FLTCLS04C4","C",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Flat Creek",3937816,302335,35.5643019270927,-83.1810616822307,1742,302319.5,3937791.5
"FLTC","FLTCLS04D1","D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,"Flat Creek",3937816,302335,35.5643019270927,-83.1810616822307,1742,302350.5,3937800.5
"FLTC","FLTCLS04D2","D",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,"Flat Creek",3937816,302335,35.5643019270927,-83.1810616822307,1742,302359.5,3937800.5
"FLTC","FLTCLS04D3","D",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Flat Creek",3937816,302335,35.5643019270927,-83.1810616822307,1742,302350.5,3937791.5
"FLTC","FLTCLS04D4","D",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"Flat Creek",3937816,302335,35.5643019270927,-83.1810616822307,1742,302359.5,3937791.5
"FODA","FODALS05A1","A",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244684.5,3927622.5
"FODA","FODALS05A2","A",2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244693.5,3927622.5
"FODA","FODALS05A3","A",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244684.5,3927613.5
"FODA","FODALS05A4","A",4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244693.5,3927613.5
"FODA","FODALS05B1","B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244724.5,3927622.5
"FODA","FODALS05B2","B",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244733.5,3927622.5
"FODA","FODALS05B3","B",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244724.5,3927613.5
"FODA","FODALS05B4","B",4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244733.5,3927613.5
"FODA","FODALS05C1","C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244684.5,3927582.5
"FODA","FODALS05C2","C",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244693.5,3927582.5
"FODA","FODALS05C3","C",3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244684.5,3927573.5
"FODA","FODALS05C4","C",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244693.5,3927573.5
"FODA","FODALS05D1","D",1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244724.5,3927582.5
"FODA","FODALS05D2","D",2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244733.5,3927582.5
"FODA","FODALS05D3","D",3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244724.5,3927573.5
"FODA","FODALS05D4","D",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,"Fontana Dam",3927598,244709,35.4590715047356,-83.8130918397365,511,244733.5,3927573.5
"GOPR","GOPRLS04A1","A",1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269596.5,3943660.5
"GOPR","GOPRLS04A2","A",2,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,1,0,0,30,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269605.5,3943660.5
"GOPR","GOPRLS04A3","A",3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269596.5,3943651.5
"GOPR","GOPRLS04A4","A",4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269605.5,3943651.5
"GOPR","GOPRLS04B1","B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269636.5,3943660.5
"GOPR","GOPRLS04B2","B",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269645.5,3943660.5
"GOPR","GOPRLS04B3","B",3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269636.5,3943651.5
"GOPR","GOPRLS04B4","B",4,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269645.5,3943651.5
"GOPR","GOPRLS04C1","C",1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269596.5,3943620.5
"GOPR","GOPRLS04C2","C",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269605.5,3943620.5
"GOPR","GOPRLS04C3","C",3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269596.5,3943611.5
"GOPR","GOPRLS04C4","C",4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269605.5,3943611.5
"GOPR","GOPRLS04D1","D",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269636.5,3943620.5
"GOPR","GOPRLS04D2","D",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269645.5,3943620.5
"GOPR","GOPRLS04D3","D",3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,6,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269636.5,3943611.5
"GOPR","GOPRLS04D4","D",4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Goshen prong",3943636,269621,35.6096409614892,-83.5433954642104,941,269645.5,3943611.5
"INGP","INGPLS04A1","A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278568.5,3943425.5
"INGP","INGPLS04A2","A",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278577.5,3943425.5
"INGP","INGPLS04A3","A",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278568.5,3943416.5
"INGP","INGPLS04A4","A",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278577.5,3943416.5
"INGP","INGPLS04B1","B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278608.5,3943425.5
"INGP","INGPLS04B2","B",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278617.5,3943425.5
"INGP","INGPLS04B3","B",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278608.5,3943416.5
"INGP","INGPLS04B4","B",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278617.5,3943416.5
"INGP","INGPLS04C1","C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278568.5,3943385.5
"INGP","INGPLS04C2","C",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278577.5,3943385.5
"INGP","INGPLS04C3","C",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278568.5,3943376.5
"INGP","INGPLS04C4","C",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278577.5,3943376.5
"INGP","INGPLS04D1","D",1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278608.5,3943385.5
"INGP","INGPLS04D2","D",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278617.5,3943385.5
"INGP","INGPLS04D3","D",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278608.5,3943376.5
"INGP","INGPLS04D4","D",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"Indian Gap",3943401,278593,35.609579255935,-83.4443619878003,1651,278617.5,3943376.5
"KATR","KATRLS05A1","A",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285820.5,3940467.5
"KATR","KATRLS05A2","A",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285829.5,3940467.5
"KATR","KATRLS05A3","A",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285820.5,3940458.5
"KATR","KATRLS05A4","A",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285829.5,3940458.5
"KATR","KATRLS05B1","B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285860.5,3940467.5
"KATR","KATRLS05B2","B",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285869.5,3940467.5
"KATR","KATRLS05B3","B",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285860.5,3940458.5
"KATR","KATRLS05B4","B",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285869.5,3940458.5
"KATR","KATRLS05C1","C",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285820.5,3940427.5
"KATR","KATRLS05C2","C",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285829.5,3940427.5
"KATR","KATRLS05C3","C",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285820.5,3940418.5
"KATR","KATRLS05C4","C",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285829.5,3940418.5
"KATR","KATRLS05D1","D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285860.5,3940427.5
"KATR","KATRLS05D2","D",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285869.5,3940427.5
"KATR","KATRLS05D3","D",3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285860.5,3940418.5
"KATR","KATRLS05D4","D",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Katani Trail",3940443,285845,35.584532412068,-83.3635769413393,786,285869.5,3940418.5
"LAFA","LAFALS06A1","A",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265879.5,3950309.5
"LAFA","LAFALS06A2","A",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265888.5,3950309.5
"LAFA","LAFALS06A3","A",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265879.5,3950300.5
"LAFA","LAFALS06A4","A",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265888.5,3950300.5
"LAFA","LAFALS06B1","B",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265919.5,3950309.5
"LAFA","LAFALS06B2","B",2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265928.5,3950309.5
"LAFA","LAFALS06B3","B",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265919.5,3950300.5
"LAFA","LAFALS06B4","B",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265928.5,3950300.5
"LAFA","LAFALS06C1","C",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265879.5,3950269.5
"LAFA","LAFALS06C2","C",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265888.5,3950269.5
"LAFA","LAFALS06C3","C",3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265879.5,3950260.5
"LAFA","LAFALS06C4","C",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265888.5,3950260.5
"LAFA","LAFALS06D1","D",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265919.5,3950269.5
"LAFA","LAFALS06D2","D",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265928.5,3950269.5
"LAFA","LAFALS06D3","D",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,46,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265919.5,3950260.5
"LAFA","LAFALS06D4","D",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Laurel Falls",3950285,265904,35.6686548067775,-83.5863245004415,688,265928.5,3950260.5
"LECO","LECOLS05A1","A",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Cove Trail",3943495,251493,35.6039686209106,-83.7432883447597,520,251468.5,3943519.5
"LECO","LECOLS05A2","A",2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Cove Trail",3943495,251493,35.6039686209106,-83.7432883447597,520,251477.5,3943519.5
"LECO","LECOLS05A3","A",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Cove Trail",3943495,251493,35.6039686209106,-83.7432883447597,520,251468.5,3943510.5
"LECO","LECOLS05A4","A",4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Cove Trail",3943495,251493,35.6039686209106,-83.7432883447597,520,251477.5,3943510.5
"LECO","LECOLS05B1","B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Cove Trail",3943495,251493,35.6039686209106,-83.7432883447597,520,251508.5,3943519.5
"LECO","LECOLS05B2","B",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Cove Trail",3943495,251493,35.6039686209106,-83.7432883447597,520,251517.5,3943519.5
"LECO","LECOLS05B3","B",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Cove Trail",3943495,251493,35.6039686209106,-83.7432883447597,520,251508.5,3943510.5
"LECO","LECOLS05B4","B",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Cove Trail",3943495,251493,35.6039686209106,-83.7432883447597,520,251517.5,3943510.5
